index|LATITUDE|LONGITUDE|name
432|1895|48.5538|-123.12799999999999|FRIDAY HARBOR 4.6 WNW, WA US
433|1936|48.6903|-122.8837|EASTSOUND 1.0 ESE, WA US
434|1980|48.7094|-118.7214|REPUBLIC 4.2 N, WA US
435|1983|48.1993|-122.1292|ARLINGTON 1.7 NNE, WA US
436|2007|48.6979|-122.9082|EASTSOUND 0.3 NW, WA US
437|2016|48.4566|-122.9645|FRIDAY HARBOR 6.3 SSE, WA US
438|2052|46.0041|-118.4724|LOWDEN 6.5 ESE, WA US
439|2085|47.6914|-122.3619|SEATTLE 5.0 NNW, WA US
440|2101|46.9925|-123.0305|OLYMPIA 7.3 WSW, WA US
441|2120|46.5953|-120.6171|YAKIMA 4.2 W, WA US
442|2121|47.5081|-122.2413|BRYN MAWR SKYWAY 0.9 N, WA US
443|2126|46.3721|-120.1657|GRANGER 2.3 NNE, WA US
444|2760|46.3447|-123.603|GRAYS RIVER 0.9 SSE, WA US
445|2836|46.7611|-119.2181|OTHELLO 4.8 SSW, WA US
446|2869|47.7561|-118.2922|DAVENPORT 9.7 NW, WA US
447|3031|47.9495|-122.2006|EVERETT 1.0 S, WA US
448|3049|47.8741|-122.6722|PORT LUDLOW 3.6 S, WA US
449|3090|47.9371|-122.7702|CHIMACUM 5.1 S, WA US
450|3190|48.0988|-122.5911|GREENBANK 0.8 W, WA US
451|3248|47.5694|-122.1271|BELLEVUE 2.3 SSE, WA US
452|3275|47.346000000000004|-122.322|FEDERAL WAY 2.5 NNE, WA US
453|3283|48.5158|-122.125|SEDRO WOOLLEY 5.1 E, WA US
454|3425|46.9847|-122.8311|INDIAN SUMMER GOLF COURSE, WA US
455|3527|48.8494|-122.3335|BELLINGHAM 9.3 NE, WA US
456|3539|48.9832|-119.6245|OROVILLE 9.2 WNW, WA US
457|3583|45.6063|-122.5104|CASCADE PARK EAST 0.2 ENE, WA US
458|3605|48.7295|-122.4909|BELLINGHAM 1.5 SW, WA US
459|3793|47.4192|-120.3445|WENATCHEE 1.0 WSW, WA US
460|3794|47.4043|-120.3288|WENATCHEE 1.5 S, WA US
461|3807|48.42|-122.6142|ANACORTES 4.9 S, WA US
462|3808|48.1898|-122.3341|STANWOOD 3.7 S, WA US
463|3813|47.6222|-117.3696|SPOKANE 4 SE, WA US
464|3814|47.7447|-117.4861|SPOKANE 6.6 NW, WA US
465|3845|48.0944|-123.228|SEQUIM 5.8 WNW, WA US
466|3875|47.8611|-123.9319|HOH RANGER STATION, WA US
467|3969|45.5971|-122.4186|CAMAS 0.7 NNW, WA US
468|3974|46.0922|-118.2592|WALLA WALLA DOT, WA US
469|3981|46.8321|-119.1562|OTHELLO 1.0 NNE, WA US
470|4005|47.8374|-120.7977|LAKE WENATCHEE, WA US
471|4059|47.2781|-119.7689|QUINCY 4.9 NE, WA US
472|4071|47.2223|-122.9754|SHELTON 6.1 E, WA US
473|4090|47.2274|-117.0836|TEKOA, WA US
474|4107|48.1803|-117.0593|NEWPORT 0.4 W, WA US
475|4127|47.8238|-122.2059|BOTHELL 4.4 N, WA US
476|4162|45.6914|-122.5347|ORCHARDS NORTH 0.7 NW, WA US
477|4165|47.826|-122.1386|CLEARVIEW 0.8 SW, WA US
478|4247|47.0364|-122.8805|OLYMPIA 0.7 ESE, WA US
479|4256|48.0554|-122.7739|PORT TOWNSEND 4.6 S, WA US
480|4382|48.4202|-122.2909|MOUNT VERNON 1.1 E, WA US
481|4413|47.3934|-120.3018|WENATCHEE 2.5 SE, WA US
482|4439|47.0294|-120.5386|ELLENSBURG NUMBER 2, WA US
483|4458|46.1099|-118.0698|WALLA WALLA 13.3 ENE, WA US
484|4488|47.0009|-122.8665|OLYMPIA 3.1 SSE, WA US
485|4535|47.1954|-122.2955|PUYALLUP 1.1 NNW, WA US
486|4575|47.3913|-122.589|GIG HARBOR 4.3 N, WA US
487|4692|47.9156|-122.2496|PAINE FIELD LAKE STICKNEY 2.1, WA US
488|4701|47.4845|-122.1272|RENTON 3.2 E, WA US
489|4744|48.9617|-122.4303|LYNDEN 0.8 ENE, WA US
490|4762|47.8185|-122.1986|BOTHELL 4.1 NNE, WA US
491|4789|47.9641|-122.0572|SNOHOMISH 3.5 NNE, WA US
492|4790|47.0622|-122.8119|OLYMPIA 4.1 ENE, WA US
493|4805|48.0402|-122.7673|PORT HADLOCK 0.7 NW, WA US
494|4823|48.305|-122.67|OAK HARBOR 2.3 WNW, WA US
495|4881|47.0667|-123.9321|HOQUIAM 6.7 NNW, WA US
496|4893|46.7276|-117.1798|PULLMAN 0.9 WSW, WA US
497|4940|47.8907|-117.8525|FORD 2.4 SW, WA US
498|4946|47.4201|-120.32600000000001|WENATCHEE 0.4 S, WA US
499|4951|47.3679|-122.0881|COVINGTON 1.1 NE, WA US
500|5043|47.656000000000006|-117.4299|SPOKANE 1.3 SSW, WA US
501|5088|46.586000000000006|-120.568|YAKIMA NUMBER 2, WA US
502|5557|46.0638|-118.3163|WALLA WALLA CITY, WA US
503|5894|48.7422|-122.4725|BELLINGHAM KVOS, WA US
504|7228|47.088|-122.6675|FORT LEWIS GOLF COURSE, WA US
