LATITUDE|LONGITUDE|ELEVATION|DATE|AWND|CDSD|CLDD|DP01|DP10|DSND|DSNW|DT00|DT32|DX32|DX70|DX90|EMNT|EMSD|EMSN|EMXP|EMXT|FZF0|FZF1|FZF2|FZF3|FZF4|FZF5|FZF6|FZF7|FZF8|FZF9|HDSD|HTDD|PRCP|PSUN|SNOW|TAVG|TMAX|TMIN|TSUN|WDF2|WDF5|WDFG|WDMV|WSF2|WSF5|WSFG|name
7344|47.28|-121.47|984.5|2003||30.0|30.0|151.0|151.0|||0.0|153.0|11.0|72.0|1.0|7.0|||3.4|91.0|31.0|28.0|20.0|20.0|15.0|32.0|25.0|17.0|17.0|16.0|7912.0|7912.0|100.76|||43.8|53.0|34.5|||||||||MEADOWS PASS, WA US
7345|47.28|-121.47|984.5|2004||33.0|33.0|174.0|174.0|178.0||0.0|108.0|9.0|61.0|0.0|5.0|70.0||3.1|89.0|32.0|27.0|23.0|20.0||32.0|26.0|23.0|18.0|12.0|7445.0|7445.0|84.87|||45.1|53.7|36.6|||||||||MEADOWS PASS, WA US
7346|48.5119|-122.6136|6.1|2003||78.0|78.0|149.0|67.0|0.0|0.0|0.0|24.0|0.0|93.0|0.0|22.0|0.0|0.0|1.52|85.0|29.0|28.0|22.0|||32.0|27.0||||||25.18||0.0|52.9|60.5|45.4|||||||||ANACORTES, WA US
7347|48.5119|-122.6136|6.1|2004||125.0|125.0|143.0|82.0|0.0|0.0|0.0|8.0|2.0|90.0|2.0|15.0|0.0|0.0|1.8|93.0|31.0|||||31.0|24.0|24.0|20.0|15.0|4186.0|4186.0|32.85||0.0|53.6|61.2|45.9|||||||||ANACORTES, WA US
7348|46.18|-117.54|1737.4|2003||223.0|223.0|124.0|124.0|185.0||0.0|161.0|37.0|84.0|1.0|5.0|71.0||2.3|91.0|32.0|21.0|21.0|12.0|12.0|29.0|26.0|23.0|19.0|11.0|7730.0|7730.0|36.94|||44.3|52.4|36.2|||||||||SPRUCE SPRINGS, WA US
7349|46.18|-117.54|1737.4|2004||137.0|137.0|114.0|114.0|151.0||2.0|149.0|33.0|52.0|0.0|-8.0|49.0||1.2|87.0|30.0|28.0|21.0|18.0|13.0|32.0|27.0|20.0|19.0|10.0|7737.0|7737.0|29.84|||43.9|51.9|35.9|||||||||SPRUCE SPRINGS, WA US
7350|47.75|-121.09|1204.0|2003||||165.0|165.0|||||||||||4.2||||||||||||||94.21||||||||||||||STEVENS PASS, WA US
7351|47.75|-121.09|1204.0|2004||||167.0|167.0|||||||||||3.4||||||||||||||80.34||||||||||||||STEVENS PASS, WA US
7352|46.55|-121.17|1804.4|2003||||118.0|118.0|220.0||||||||81.0||1.9||||||||||||9576.0|9576.0|30.74||||||||||||||GREEN LAKE, WA US
7353|46.55|-121.17|1804.4|2004||10.0|10.0|115.0|115.0|220.0||3.0|218.0|44.0|42.0|0.0|-16.0|75.0||1.0|81.0|32.0|28.0|22.0|19.0|16.0|31.0|28.0|24.0|19.0|13.0|||30.53|||39.7|48.6|30.8|||||||||GREEN LAKE, WA US
7354|47.02|-121.46|1767.8|2003||22.0|22.0|131.0|131.0|||0.0|228.0|76.0|46.0|0.0|3.0|||2.0|85.0|31.0|27.0|19.0|19.0|10.0|31.0|22.0|22.0|19.0|15.0|9540.0|9540.0|52.44|||38.3|46.5|30.1|||||||||CORRAL PASS, WA US
7355|47.02|-121.46|1767.8|2004||||179.0|179.0|||||||||||1.2||||||||||||9532.0|9532.0|47.8||||||||||||||CORRAL PASS, WA US
7356|47.3705|-123.16|6.4|2003||||155.0|114.0|||||0.0|98.0|3.0||||8.3|94.0|||||||||||||105.65||||60.3||||||||||CUSHMAN POWERHOUSE NUMBER 2, WA US
7357|47.3705|-123.16|6.4|2004||||151.0|112.0|||||4.0|91.0|2.0||||3.33|96.0|||||||||||||73.35||||60.4||||||||||CUSHMAN POWERHOUSE NUMBER 2, WA US
7358|46.35|-123.1|883.9|2004||119.0|119.0|||||0.0|74.0|5.0|68.0|1.0|12.0||||92.0|32.0|28.0||||32.0|28.0|18.0|18.0|13.0|6571.0|6571.0||||47.5|54.7|40.3|||||||||ABERNATHY MOUNTAIN WASHINGTON, WA US
7359|46.1505|-122.9163|3.7|2004||311.0|311.0|215.0|110.0|8.0|0.0|0.0|22.0|3.0|131.0|9.0|19.0|6.0|0.0|2.03|103.0|29.0|||||32.0|28.0|22.0|19.0||4214.0|4214.0|44.14||0.0|54.3|63.6|45.0|||||||||LONGVIEW, WA US
7360|48.9946|-117.3544|559.9|2003||||130.0|82.0|95.0|22.0|||27.0|122.0|42.0||19.0|6.0|0.94|103.0|||||||||||6918.0|6918.0|27.63||50.7||58.6||||||||||BOUNDARY DAM, WA US
7361|48.9946|-117.3544|559.9|2004||||||105.0||||16.0|114.0|30.0||23.0|||102.0|||||||||||||||||58.7||||||||||BOUNDARY DAM, WA US
7362|48.2|-120.92|1822.7|2003||20.0|20.0|161.0|161.0|||1.0|240.0|81.0|62.0|0.0|-3.0|||4.1|90.0|31.0|28.0|23.0|19.0|11.0|30.0|27.0|21.0|18.0|14.0|9605.0|9605.0|77.85|||37.9|48.4|27.4|||||||||LYMAN LAKE, WA US
7363|48.2|-120.92|1822.7|2004||61.0|61.0|180.0|180.0|||4.0|229.0|76.0|55.0|1.0|-15.0|||3.2|93.0|31.0|28.0|23.0|20.0|15.0|31.0|26.0|23.0|18.0|14.0|9787.0|9787.0|57.01|||38.6|48.4|28.8|||||||||LYMAN LAKE, WA US
7364|46.3236|-120.0103|227.7|2003||||||0.0|1.0|||2.0|174.0|69.0||0.0|1.0||107.0|||||||||||4520.0|4520.0|||1.6||68.6||||||||||SUNNYSIDE, WA US
7365|46.3236|-120.0103|227.7|2004||853.0|853.0|74.0|22.0|||2.0|114.0|11.0|184.0|51.0|-9.0|||0.94|104.0|29.0|28.0|23.0|19.0||29.0|25.0|24.0|20.0|13.0|||8.67|||54.0|67.5|40.6|||||||||SUNNYSIDE, WA US
7366|47.5711|-124.2922|24.4|2003||||||||||||||||||||||||||||5096.0|5096.0|||||||||||||||CLEARWATER, WA US
7367|47.5711|-124.2922|24.4|2004||31.0|31.0|213.0|154.0||0.0|0.0|53.0|1.0|82.0|3.0|20.0||0.0|3.07|93.0|32.0|26.0||||30.0|28.0|20.0|20.0||||96.93||0.0|51.3|60.5|42.0|||||||||CLEARWATER, WA US
7368|46.7491|-121.8119|841.9|2003||||||||||||||||||||||||||||6702.0|6702.0|||||||||||||||LONGMIRE RAINIER NPS, WA US
7369|46.7491|-121.8119|841.9|2004||115.0|115.0|193.0|131.0|105.0|25.0|0.0|116.0|8.0|86.0|8.0|6.0|33.0|8.0|3.39|97.0|32.0|27.0|24.0|||31.0|28.0|24.0|6.0|6.0|||76.76||92.5|46.8|55.7|37.8|||||||||LONGMIRE RAINIER NPS, WA US
7370|46.6091|-121.6744|323.1|2003||179.0|179.0|168.0|120.0|10.0|7.0|0.0|72.0|1.0|116.0|18.0|18.0|4.0|2.8|4.32|97.0|30.0|23.0|23.0|19.0||29.0|28.0|23.0|18.0||5006.0|5006.0|57.26||11.3|50.7|61.2|40.3|||||||||PACKWOOD, WA US
7371|46.6091|-121.6744|323.1|2004||||169.0|99.0|32.0|6.0|0.0|64.0||||11.0|28.0|12.0|2.0||31.0|27.0|23.0|||31.0|26.0|24.0|20.0|16.0|||42.47||35.7|||41.4|||||||||PACKWOOD, WA US
7372|46.12|-117.85|1685.5|2003||212.0|212.0|137.0|137.0|203.0||0.0|159.0|45.0|77.0|0.0|7.0|83.0||2.7|88.0|31.0|26.0|16.0|16.0|13.0|30.0|26.0|22.0|10.0|10.0|7768.0|7768.0|58.67|||44.2|51.8|36.5|||||||||TOUCHET, WA US
7373|46.12|-117.85|1685.5|2004||171.0|171.0|133.0|133.0|220.0||2.0|142.0|30.0|52.0|0.0|-8.0|97.0||2.0|87.0|32.0|24.0|24.0|17.0||31.0|27.0|23.0|19.0|8.0|7812.0|7812.0|53.08|||44.5|52.0|37.0|||||||||TOUCHET, WA US
7374|46.62|-121.39|1767.8|2003||11.0|11.0|178.0|178.0|247.0||1.0|230.0|77.0|35.0|0.0|-1.0|144.0||2.9|83.0|32.0|28.0|18.0|18.0|7.0|30.0|28.0|20.0|19.0|15.0|9771.0|9771.0|80.42|||37.7|46.1|29.4|||||||||PIGTAIL PEAK, WA US
7375|46.62|-121.39|1767.8|2004||18.0|18.0|172.0|172.0|246.0||3.0|210.0|56.0|28.0|0.0|-10.0|140.0||1.9|81.0|31.0|25.0|23.0|19.0|16.0|29.0|28.0|24.0|16.0|16.0|9824.0|9824.0|69.63|||39.1|46.9|31.3|||||||||PIGTAIL PEAK, WA US
7376|47.68306|-117.32139|595.3|2003|4.9|556.0|556.0|114.0|47.0|||0.0|130.0|14.0|136.0|37.0|5.0|||0.8|102.0|28.0|28.0|20.0|20.0|15.0|32.0|28.0|22.0|17.0|15.0|5911.0|5911.0|15.16|||50.1|61.0|39.2||230.0|230.0|||40.0|53.0||SPOKANE FELTS FIELD, WA US
7377|47.68306|-117.32139|595.3|2004|4.7|522.0|522.0|132.0|51.0|||3.0|121.0|11.0|118.0|29.0|-10.0|||1.67|100.0|30.0|27.0|23.0|20.0||32.0|28.0|24.0|19.0|10.0|6070.0|6070.0|15.4|||50.0|60.4|39.6||240.0|240.0|||40.0|55.9||SPOKANE FELTS FIELD, WA US
7378|45.62083|-122.65722|9.1|2003|5.1|502.0|502.0|164.0|96.0|||0.0|38.0|0.0|129.0|23.0|22.0|||2.15|100.0|26.0|26.0|23.0|||30.0|24.0|24.0|||4302.0|4302.0|38.87|||54.7|64.0|45.3||110.0|110.0|||33.1|40.9||VANCOUVER PEARSON AIRPORT, WA US
7379|45.62083|-122.65722|9.1|2004|4.7|431.0|431.0|170.0|92.0|||0.0|38.0|3.0|127.0|11.0|18.0|||0.85|103.0|30.0|||||31.0|27.0|24.0|18.0||4178.0|4178.0|30.19|||54.8|63.8|45.6||100.0|110.0|||30.0|38.9||VANCOUVER PEARSON AIRPORT, WA US
7380|48.66|-119.84|1359.4|2003||0.0|0.0|82.0|82.0|180.0||0.0|219.0|102.0|6.0|0.0|6.0|37.0||2.0|71.0|32.0|28.0|20.0|15.0|15.0|31.0|27.0|23.0|19.0|13.0|10526.0|10526.0|18.54|||36.1|42.7|29.5|||||||||SALMON MEADOWS, WA US
7381|48.66|-119.84|1359.4|2004||0.0|0.0|78.0|78.0|||4.0|219.0|100.0|0.0|0.0|-7.0|||1.5|69.0|32.0|24.0|22.0|18.0|14.0|30.0|27.0|22.0|19.0|15.0|10483.0|10483.0|18.25|||36.3|42.6|30.0|||||||||SALMON MEADOWS, WA US
7382|47.6872|-122.2553|18.3|2003||253.0|253.0|||||0.0|23.0|0.0|107.0|2.0|26.0||||92.0|30.0|28.0||||30.0|28.0||||4381.0|4381.0||||53.6|61.4|45.8|||||||||SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US
7383|47.6872|-122.2553|18.3|2004||291.0|291.0|158.0|79.0|||0.0|12.0|3.0|100.0|3.0|21.0|||1.7|93.0|32.0|||||30.0|25.0|21.0|||4214.0|4214.0|31.26|||54.2|61.7|46.6|||||||||SEATTLE SAND POINT WEATHER FORECAST OFFICE, WA US
7384|46.7225|-118.6524|458.7|2003||793.0|793.0|82.0|36.0|6.0|2.0|0.0|97.0|12.0|152.0|44.0|12.0|3.0|2.5|0.5|102.0|29.0|18.0|18.0|18.0|12.0|31.0|27.0|19.0|19.0|15.0|5066.0|5066.0|9.49||6.3|53.0|64.3|41.7|||||||||HATTON 9 SE, WA US
7385|46.7225|-118.6524|458.7|2004||770.0|770.0|85.0|36.0|33.0|7.0|2.0|91.0|21.0|153.0|42.0|-17.0|9.0|3.1|0.89|103.0|29.0|28.0|24.0|||32.0|28.0|24.0|20.0|6.0|5349.0|5349.0|10.26||16.0|52.6|63.5|41.6|||||||||HATTON 9 SE, WA US
7386|46.16|-122.18|1353.3|2003||921.0|921.0|159.0|159.0|239.0||0.0|119.0|25.0|110.0|37.0|10.0|132.0||4.7|111.0|31.0|22.0|22.0|17.0|11.0|24.0|24.0|22.0|18.0|16.0|||154.39|||49.1|57.1|41.1|||||||||SWIFT CREEK, WA US
7387|46.16|-122.18|1353.3|2004||768.0|768.0|162.0|162.0|242.0||0.0|97.0|12.0|94.0|25.0|1.0|164.0||4.8|109.0|31.0|27.0|21.0|20.0||31.0|24.0|24.0|8.0|8.0|6483.0|6483.0|144.85|||49.7|57.5|42.0|||||||||SWIFT CREEK, WA US
7388|48.44|-120.92|1402.1|2003||117.0|117.0|129.0|129.0|||0.0|193.0|61.0|65.0|0.0|6.0|||6.5|88.0|32.0|24.0|19.0|19.0|14.0|29.0|28.0|24.0|19.0|15.0|8680.0|8680.0|76.76|||41.3|49.1|33.5|||||||||PARK CREEK RIDGE, WA US
7389|48.44|-120.92|1402.1|2004||168.0|168.0|157.0|157.0|198.0||5.0|167.0|53.0|56.0|1.0|-8.0|109.0||3.4|92.0|30.0|26.0|24.0|19.0||31.0|28.0|21.0|19.0|8.0|8600.0|8600.0|53.73|||42.1|49.8|34.5|||||||||PARK CREEK RIDGE, WA US
7390|48.6758|-121.2419|160.0|2003||359.0|359.0|164.0|110.0|10.0|6.0|0.0|40.0|2.0|110.0|18.0|21.0|12.0|12.0|6.8|96.0|31.0|25.0|21.0|||31.0|28.0||||5393.0|5393.0|89.8||25.0|51.0|59.5|42.5|||||||||NEWHALEM, WA US
7391|48.6758|-121.2419|160.0|2004||355.0|355.0|193.0|125.0|18.0|6.0|0.0|30.0|5.0|104.0|13.0|9.0|12.0|5.0|3.8|101.0|32.0|||||32.0|20.0|20.0|20.0|11.0|5263.0|5263.0|73.35||14.6|51.6|59.6|43.6|||||||||NEWHALEM, WA US
7392|48.9672|-122.3291|19.5|2003||76.0|76.0|144.0|94.0|0.0|3.0|0.0|46.0|3.0|97.0|2.0|20.0|0.0|4.0|2.35|93.0|26.0|26.0|24.0|20.0||32.0|26.0|24.0|||5006.0|5006.0|45.54||8.9|51.1|60.4|41.8|||||||||CLEARBROOK, WA US
7393|48.9672|-122.3291|19.5|2004||156.0|156.0|175.0|112.0||0.0|0.0|44.0|4.0|106.0|4.0|12.0||0.0|2.44|95.0|31.0|27.0||||29.0|27.0|17.0|17.0|15.0|4877.0|4877.0|49.91||0.0|52.1|61.1|43.1|||||||||CLEARBROOK, WA US
7394|48.1843|-117.0476|659.0|2003||||84.0|58.0||8.0|1.0|154.0|21.0|122.0|34.0|0.0||5.0|1.03|100.0|31.0|28.0|11.0|11.0|11.0|30.0|28.0|24.0|19.0|14.0|||24.16||23.9|47.4|59.8|35.1|||||||||NEWPORT, WA US
7395|48.1843|-117.0476|659.0|2004||||91.0|66.0||14.0|3.0|150.0||||-22.0||7.5|1.85||32.0|28.0|22.0|19.0|15.0|30.0|22.0|22.0|19.0|9.0|||25.79||37.5|||36.4|||||||||NEWPORT, WA US
7396|46.93|-121.95|963.2|2003||145.0|145.0|162.0|162.0|55.0||0.0|105.0|9.0|66.0|0.0|17.0|23.0||1.9|89.0|27.0|27.0|21.0|17.0||27.0|27.0|20.0|20.0||6501.0|6501.0|51.84|||47.0|54.7|39.3|||||||||MOWICH, WA US
7397|46.93|-121.95|963.2|2004||99.0|99.0|163.0|163.0|69.0||0.0|75.0|5.0|63.0|0.0|12.0|17.0||2.2|89.0|31.0|27.0||||31.0|28.0|22.0|13.0|13.0|6550.0|6550.0|58.56|||48.1|55.9|40.3|||||||||MOWICH, WA US
7398|48.35|-122.66667|14.3|2003||0.0|0.0|116.0|46.0|0.0|0.0|0.0|44.0|0.0|21.0|0.0|22.0|0.0|0.0|1.05|77.0|31.0|28.0|23.0|||32.0|28.0|23.0|||5586.0|5586.0|14.6||0.0|49.8|56.6|43.0||||140.0||||55.0|WHIDBEY ISLAND NAS, WA US
7399|45.9481|-120.6669|787.9|2004||||||||||||||||||||||||||||||17.22||||||||||||||SATUS PASS 2 SSW, WA US
7400|47.87|-123.08|1222.2|2003||55.0|55.0|113.0|113.0|122.0||0.0|112.0|8.0|51.0|0.0|17.0|22.0||3.6|83.0|29.0|24.0|20.0|20.0||28.0|28.0|24.0|19.0||7196.0|7196.0|52.45|||44.9|52.1|37.7|||||||||DUNGENESS, WA US
7401|47.87|-123.08|1222.2|2004||||114.0|114.0|116.0||||||||26.0||2.4||||||||||||7221.0|7221.0|35.24||||||||||||||DUNGENESS, WA US
7402|47.9375|-124.555|56.4|2003|5.8|18.0|18.0|206.0|147.0|||0.0|45.0|0.0|40.0|1.0|23.0|||6.03|91.0|29.0|25.0|24.0|||29.0|24.0|24.0|||5533.0|5533.0|104.5|||49.7|57.3|42.2||200.0|190.0|||34.9|51.9||QUILLAYUTE STATE AIRPORT, WA US
7403|47.9375|-124.555|56.4|2004||40.0|40.0|211.0|141.0|||0.0|39.0|2.0|41.0|2.0|20.0|||3.47|93.0|32.0|28.0||||32.0|28.0|24.0|20.0||5473.0|5473.0|89.06|||50.6|58.4|42.8|||||||||QUILLAYUTE STATE AIRPORT, WA US
7404|47.29|-120.37|1319.8|2003||182.0|182.0|93.0|93.0|190.0||0.0|183.0|73.0|79.0|6.0|6.0|43.0||1.4|92.0|32.0|23.0|23.0|14.0|14.0|29.0|25.0|20.0|20.0|14.0|8416.0|8416.0|27.67|||42.2|50.4|34.0|||||||||UPPER WHEELER, WA US
7405|47.29|-120.37|1319.8|2004||||92.0|92.0|154.0||||||||52.0||0.9||||||||||||8395.0|8395.0|21.24||||||||||||||UPPER WHEELER, WA US
7406|47.37|-121.44|1228.3|2003||69.0|69.0|171.0|171.0|||0.0|173.0|65.0|42.0|0.0|10.0|||4.4|85.0|32.0|25.0|20.0|17.0|16.0|28.0|28.0|23.0|20.0|16.0|8804.0|8804.0|126.05|||41.2|47.5|34.9|||||||||OLALLIE MEADOWS, WA US
7407|47.37|-121.44|1228.3|2004||||169.0|169.0|||||||||||3.9||||||||||||8624.0|8624.0|109.98||||||||||||||OLALLIE MEADOWS, WA US
7408|48.5353|-118.6889|990.6|2003||150.0|150.0|||||3.0|205.0|41.0|114.0|21.0|-2.0||||98.0|32.0|24.0|24.0|20.0|11.0|28.0|28.0|24.0|9.0|9.0|7749.0|7749.0||||43.7|56.9|30.5|||||||||BROWN MOUNTAIN ORCHARD WASHINGTON, WA US
7409|48.5353|-118.6889|990.6|2004||158.0|158.0|||||4.0|216.0|22.0|98.0|20.0|-21.0||||98.0|32.0|24.0|24.0|20.0|15.0|32.0|27.0|24.0|18.0|13.0|7624.0|7624.0||||44.5|57.5|31.4|||||||||BROWN MOUNTAIN ORCHARD WASHINGTON, WA US
7410|46.3675|-124.0377|7.6|2003||15.0|15.0|244.0|129.0|0.0|0.0|0.0|28.0|0.0|32.0|1.0|22.0|0.0|0.0|2.87|91.0|27.0|27.0|24.0|||30.0|22.0|22.0|||4707.0|4707.0|74.79||0.0|51.6|58.8|44.4|||||||||LONG BEACH EXPERIMENT STATION, WA US
7411|46.3675|-124.0377|7.6|2004||27.0|27.0|253.0|134.0|0.0|0.0|0.0|30.0|1.0|31.0|0.0|26.0|0.0|0.0|2.15|86.0|31.0|28.0||||30.0|27.0||||4735.0|4735.0|73.76||0.0|52.3|59.6|45.0|||||||||LONG BEACH EXPERIMENT STATION, WA US
7412|48.57|-120.78|1197.9|2003||26.0|26.0|||167.0||0.0|160.0|19.0|77.0|0.0|2.0|59.0|||89.0|31.0|24.0|15.0|15.0|15.0|27.0|27.0|22.0|16.0|16.0|8011.0|8011.0||||43.0|52.9|33.1|||||||||SWAMP CREEK, WA US
7413|48.57|-120.78|1197.9|2004||42.0|42.0|136.0|136.0|162.0||3.0|161.0|12.0|61.0|1.0|-18.0|56.0||2.7|90.0|32.0|26.0|24.0|18.0|16.0|32.0|23.0|23.0|19.0|16.0|7876.0|7876.0|40.09|||43.8|53.5|34.1|||||||||SWAMP CREEK, WA US
7414|47.1694|-122.0036|208.8|2003||||||||||||||||||||||||||||5112.0|5112.0|||||||||||||||BUCKLEY 1 NE, WA US
7415|47.1694|-122.0036|208.8|2004||173.0|173.0|168.0|100.0||0.0|0.0|54.0|3.0|106.0|4.0|12.0||0.0|1.43|97.0|30.0|28.0||||28.0|28.0|18.0|18.0|13.0|||43.48||0.0|51.9|61.3|42.3|||||||||BUCKLEY 1 NE, WA US
7416|47.8344|-120.0005|363.9|2003||990.0|990.0|67.0|38.0||10.0|0.0|114.0|13.0|134.0|33.0|15.0||4.5|0.69|105.0|29.0|28.0|23.0|19.0|15.0|32.0|27.0|24.0|||5287.0|5287.0|10.44||22.6|52.7|61.8|43.6|||||||||CHELAN, WA US
7417|47.8344|-120.0005|363.9|2004||865.0|865.0|73.0|35.0||8.0|1.0|85.0|14.0|143.0|38.0|-3.0||3.5|0.73|101.0|31.0|28.0|24.0|||31.0|28.0|21.0|18.0|12.0|5371.0|5371.0|9.8||14.2|52.8|61.7|43.9|||||||||CHELAN, WA US
7418|47.4144|-121.7561|475.5|2003||90.0|90.0|174.0|146.0||8.0|0.0|71.0|3.0|71.0|0.0|17.0||5.3|5.91|89.0|30.0|26.0|24.0|17.0||32.0|23.0|23.0|||6341.0|6341.0|101.79||27.9|47.6|54.9|40.3|||||||||CEDAR LAKE, WA US
7419|47.4144|-121.7561|475.5|2004||97.0|97.0|170.0|136.0|23.0|7.0|0.0|57.0|7.0|62.0|3.0|12.0|24.0|10.0|3.1|92.0|30.0|27.0||||32.0|28.0|16.0|16.0|16.0|6100.0|6100.0|85.46||23.9|48.2|55.2|41.2|||||||||CEDAR LAKE, WA US
7420|48.4609|-119.5168|395.0|2004||||66.0|34.0||0.0||||||||0.0|1.07||||||||||||||13.87||0.0||||||||||||OMAK, WA US
7421|45.622|-122.2178|132.6|2003||318.0|318.0|173.0|136.0|0.0|4.0|0.0|45.0|1.0|130.0|26.0|20.0|0.0|3.5|2.65|100.0|32.0|23.0|23.0|||32.0|28.0|20.0|20.0||4686.0|4686.0|79.68||8.5|52.6|63.2|42.0|||||||||SKAMANIA FISH HATCHERY, WA US
7422|45.622|-122.2178|132.6|2004||272.0|272.0||||5.0|0.0|52.0|3.0|125.0|11.0|9.0||20.0||102.0|28.0|28.0|22.0|||32.0|28.0|22.0|9.0|9.0|4703.0|4703.0|||34.5|52.3|62.9|41.7|||||||||SKAMANIA FISH HATCHERY, WA US
7423|47.3977|-120.2013|374.6|2003|6.9|989.0|989.0|66.0|21.0|||0.0|113.0|23.0|145.0|43.0|9.0|||0.46|103.0|29.0|23.0|23.0|20.0|14.0|31.0|27.0|22.0|19.0||5298.0|5298.0|5.85|||52.5|62.3|42.6||280.0|300.0|||45.0|51.9||WENATCHEE PANGBORN AIRPORT, WA US
7424|47.3977|-120.2013|374.6|2004|6.9|911.0|911.0|66.0|26.0|||2.0|109.0|16.0|148.0|41.0|-8.0|||0.67|101.0|29.0|27.0|22.0|||32.0|28.0|19.0|19.0|12.0|5637.0|5637.0|7.33|||52.5|62.1|42.8||260.0|280.0|||40.0|51.9||WENATCHEE PANGBORN AIRPORT, WA US
7425|47.94|-123.43|1527.0|2003||1.0|1.0|142.0|142.0|227.0||0.0|218.0|57.0|23.0|0.0|4.0|93.0||4.8|77.0|32.0|27.0|23.0|17.0|11.0|30.0|27.0|20.0|19.0|13.0|||77.67|||38.4|45.6|31.1|||||||||WATERHOLE, WA US
7426|47.94|-123.43|1527.0|2004||||143.0|143.0|229.0||||||||96.0||2.2||||||||||||9558.0|9558.0|49.82||||||||||||||WATERHOLE, WA US
7427|47.97417|-117.42833|667.8|2003|5.8|264.0|264.0|112.0|58.0|||3.0|165.0|30.0|124.0|32.0|-7.0|||1.04|100.0|30.0|24.0|24.0|12.0|12.0|31.0|26.0|23.0|18.0|10.0|6951.0|6951.0|19.71|||46.7|59.0|34.4||200.0|200.0|||53.9|55.9||DEER PARK AIRPORT, WA US
7428|47.97417|-117.42833|667.8|2004|5.6|330.0|330.0|135.0|59.0|||4.0|170.0|20.0|109.0|26.0|-28.0|||1.28|100.0|28.0|28.0|22.0|20.0|15.0|31.0|28.0|24.0|19.0|16.0|7036.0|7036.0|19.64|||46.7|58.7|34.8||210.0||||36.9|||DEER PARK AIRPORT, WA US
7429|47.6983|-120.3228|313.0|2003||628.0|628.0|||83.0|14.0|0.0|145.0|13.0|145.0|45.0|10.0|19.0|6.5||102.0|32.0|22.0|22.0|18.0|16.0|32.0|27.0|24.0|18.0||5720.0|5720.0|||37.4|50.3|62.6|38.0|||||||||ENTIAT FISH HATCHERY, WA US
7430|47.6983|-120.3228|313.0|2004||610.0|610.0|89.0|31.0|75.0|12.0|2.0|141.0|12.0|147.0|41.0|-6.0|18.0|4.5|0.68|102.0|31.0|28.0|24.0|20.0||32.0|27.0|23.0|19.0|12.0|5982.0|5982.0|10.61||29.0|50.7|62.8|38.6|||||||||ENTIAT FISH HATCHERY, WA US
7431|48.6172|-120.1075|1676.4|2003||272.0|272.0|||||0.0|188.0|31.0|96.0|8.0|6.0||||95.0|32.0|24.0|24.0|20.0|15.0|32.0|26.0|23.0|20.0|16.0|7905.0|7905.0||||44.3|54.1|34.4|||||||||FIRST BUTTE WASHINGTON, WA US
7432|48.6172|-120.1075|1676.4|2004||275.0|275.0|||||4.0|181.0|35.0|71.0|5.0|-8.0||||94.0|32.0|26.0|23.0|17.0|16.0|32.0|27.0|19.0|19.0|16.0|7535.0|7535.0||||44.1|53.5|34.7|||||||||FIRST BUTTE WASHINGTON, WA US
7433|47.28|-121.67|975.4|2003||81.0|81.0|170.0|170.0|161.0||0.0|144.0|31.0|52.0|0.0|14.0|39.0||3.3|87.0|28.0|25.0|20.0|19.0|15.0|31.0|26.0|23.0|17.0||7825.0|7825.0|95.27|||43.4|50.0|36.9|||||||||COUGAR MOUNTAIN, WA US
7434|47.28|-121.67|975.4|2004||74.0|74.0|158.0|158.0|151.0||0.0|100.0|13.0|49.0|1.0|5.0|48.0||3.0|90.0|31.0|27.0||||32.0|26.0|24.0|11.0|11.0|7822.0|7822.0|85.47|||44.9|51.1|38.8|||||||||COUGAR MOUNTAIN, WA US
7435|47.428999999999995|-120.31|190.8|2003||1058.0|1058.0|||||0.0|97.0|8.0|145.0|45.0|14.0||||103.0|30.0|27.0|24.0|19.0|14.0|31.0|28.0|20.0|20.0||4932.0|4932.0||||53.7|63.8|43.7|||||||||WENATCHEE, WA US
7436|47.428999999999995|-120.31|190.8|2004||1038.0|1038.0|||||2.0|95.0|9.0|164.0|49.0|-3.0||||104.0|32.0|28.0|24.0|||31.0|28.0|22.0|19.0|13.0|5049.0|5049.0||||54.0|64.3|43.8|||||||||WENATCHEE, WA US
7437|47.3078|-119.5154|381.6|2003|8.1|962.0|962.0|61.0|24.0|||0.0|135.0|13.0|153.0|47.0|8.0|||0.49|103.0|32.0|22.0|22.0|16.0|16.0|29.0|24.0|24.0|20.0|14.0|||6.26|||52.3|63.4|41.1||190.0|190.0|||40.9|49.0||EPHRATA MUNICIPAL AIRPORT, WA US
7438|47.3078|-119.5154|381.6|2004|7.8|878.0|878.0|69.0|22.0|||1.0|125.0|13.0|152.0|42.0|-11.0|||0.92|103.0|28.0|28.0|22.0|19.0||32.0|28.0|22.0|7.0|7.0|5663.0|5663.0|6.54|||52.4|63.3|41.5||250.0|250.0|||48.1|57.9||EPHRATA MUNICIPAL AIRPORT, WA US
7439|48.69|-117.18|1524.0|2003||1.0|1.0|133.0|133.0|||14.0|232.0|105.0|68.0|0.0|-18.0|||1.7|88.0|31.0|28.0|22.0|12.0|12.0|31.0|20.0|20.0|14.0|14.0|10518.0|10518.0|50.24|||36.7|47.9|25.6|||||||||BUNCHGRASS MDW, WA US
